variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
theta,0.044776652028354146,0.0441818860512864,0.013672230726358803,0.010999271152074348,0.009695009456361597,0.0606761100960719,1.0011522589933293,5115.842137607021,4273.105913668111
